order_id,agent_id,market_id,order_time,is_buy,kind,volume,price,time_exp
19,0,0,19,True,LIMIT_ORDER,1,280.65991,101
20,1,1,20,False,LIMIT_ORDER,1,294.9617,123
20,0,0,20,False,LIMIT_ORDER,1,313.36415000000005,101
20,2,2,20,False,LIMIT_ORDER,1,285.05552,135
21,2,2,21,True,LIMIT_ORDER,1,305.40981000000005,135
21,0,0,21,True,LIMIT_ORDER,1,279.95528,101
21,1,1,21,True,LIMIT_ORDER,1,290.00748000000004,123
22,0,0,22,True,LIMIT_ORDER,1,288.87953000000005,101
22,1,1,22,True,LIMIT_ORDER,1,305.61657,123
22,2,2,22,True,LIMIT_ORDER,1,318.02787,135
23,1,1,23,True,LIMIT_ORDER,1,319.37821,123
23,2,2,23,True,LIMIT_ORDER,1,302.8761,135
23,0,0,23,True,LIMIT_ORDER,1,282.15513000000004,101
24,2,2,24,False,LIMIT_ORDER,1,263.82053,135
24,1,1,24,False,LIMIT_ORDER,1,300.13757000000004,123
24,0,0,24,False,LIMIT_ORDER,1,311.08637000000004,101
25,0,0,25,True,LIMIT_ORDER,1,282.21874,101
25,1,1,25,True,LIMIT_ORDER,1,283.32398,123
25,2,2,25,False,LIMIT_ORDER,1,278.84540000000004,135
26,0,0,26,False,LIMIT_ORDER,1,309.97144000000003,101
26,1,1,26,False,LIMIT_ORDER,1,300.9005,123
26,2,2,26,True,LIMIT_ORDER,1,314.96035,135
27,1,1,27,False,LIMIT_ORDER,1,259.99596,123
27,0,0,27,False,LIMIT_ORDER,1,321.5154,101
27,2,2,27,True,LIMIT_ORDER,1,293.20072000000005,135
28,0,0,28,False,LIMIT_ORDER,1,318.54562000000004,101
28,1,1,28,False,LIMIT_ORDER,1,278.34423000000004,123
28,2,2,28,False,LIMIT_ORDER,1,303.64324000000005,135
29,1,1,29,False,LIMIT_ORDER,1,299.37542,123
29,2,2,29,False,LIMIT_ORDER,1,282.99823000000004,135
29,0,0,29,False,LIMIT_ORDER,1,315.27458,101
30,0,0,30,False,LIMIT_ORDER,1,319.69561000000004,101
30,1,1,30,True,LIMIT_ORDER,1,311.51901000000004,123
30,2,2,30,True,LIMIT_ORDER,1,303.26251,135
31,2,2,31,False,LIMIT_ORDER,1,283.04169,135
31,0,0,31,False,LIMIT_ORDER,1,312.15762,101
31,1,1,31,False,LIMIT_ORDER,1,244.92688,123
32,1,1,32,True,LIMIT_ORDER,1,307.86297,123
32,0,0,32,False,LIMIT_ORDER,1,309.48389000000003,101
32,2,2,32,True,LIMIT_ORDER,1,291.34674,135
33,1,1,33,False,LIMIT_ORDER,1,313.08126000000004,123
33,0,0,33,False,LIMIT_ORDER,1,319.09129,101
33,2,2,33,True,LIMIT_ORDER,1,311.81678000000005,135
34,2,2,34,True,LIMIT_ORDER,1,291.68035000000003,135
34,0,0,34,False,LIMIT_ORDER,1,315.11273,101
34,1,1,34,False,LIMIT_ORDER,1,292.72787,123
35,0,0,35,True,LIMIT_ORDER,1,285.39833000000004,101
35,1,1,35,False,LIMIT_ORDER,1,305.21227000000005,123
35,2,2,35,False,LIMIT_ORDER,1,265.81619,135
36,0,0,36,False,LIMIT_ORDER,1,308.68359000000004,101
36,1,1,36,True,LIMIT_ORDER,1,378.55067,123
36,2,2,36,False,LIMIT_ORDER,1,306.84643,135
37,2,2,37,True,LIMIT_ORDER,1,327.62966,135
37,1,1,37,True,LIMIT_ORDER,1,311.79247000000004,123
37,0,0,37,True,LIMIT_ORDER,1,286.01564,101
38,1,1,38,True,LIMIT_ORDER,1,301.25014000000004,123
38,2,2,38,True,LIMIT_ORDER,1,301.95599000000004,135
38,0,0,38,False,LIMIT_ORDER,1,319.40596000000005,101
39,0,0,39,True,LIMIT_ORDER,1,283.23965000000004,101
39,1,1,39,False,LIMIT_ORDER,1,319.90110000000004,123
39,2,2,39,True,LIMIT_ORDER,1,321.39106000000004,135
40,0,0,40,True,LIMIT_ORDER,1,281.63252,101
40,1,1,40,False,LIMIT_ORDER,1,277.73975,123
40,2,2,40,False,LIMIT_ORDER,1,296.34338,135
41,2,2,41,True,LIMIT_ORDER,1,353.04355000000004,135
41,0,0,41,True,LIMIT_ORDER,1,283.47409000000005,101
41,1,1,41,False,LIMIT_ORDER,1,321.54951,123
42,0,0,42,True,LIMIT_ORDER,1,281.28786,101
42,2,2,42,True,LIMIT_ORDER,1,308.65015000000005,135
42,1,1,42,False,LIMIT_ORDER,1,307.04681000000005,123
43,2,2,43,True,LIMIT_ORDER,1,306.8287,135
43,0,0,43,False,LIMIT_ORDER,1,315.90745000000004,101
43,1,1,43,False,LIMIT_ORDER,1,279.26032000000004,123
44,0,0,44,True,LIMIT_ORDER,1,281.02282,101
44,1,1,44,True,LIMIT_ORDER,1,345.46767000000006,123
44,2,2,44,True,LIMIT_ORDER,1,328.58489000000003,135
45,2,2,45,False,LIMIT_ORDER,1,283.45698000000004,135
45,0,0,45,False,LIMIT_ORDER,1,307.22494,101
45,1,1,45,True,LIMIT_ORDER,1,294.03142,123
46,2,2,46,True,LIMIT_ORDER,1,300.45791,135
46,1,1,46,True,LIMIT_ORDER,1,283.48909000000003,123
46,0,0,46,False,LIMIT_ORDER,1,313.93602000000004,101
47,0,0,47,True,LIMIT_ORDER,1,301.71784,101
47,1,1,47,False,LIMIT_ORDER,1,301.14999,123
47,2,2,47,False,LIMIT_ORDER,1,294.70726,135
48,0,0,48,False,LIMIT_ORDER,1,306.555,101
48,2,2,48,True,LIMIT_ORDER,1,324.41745000000003,135
48,1,1,48,True,LIMIT_ORDER,1,314.68557000000004,123
49,1,1,49,False,LIMIT_ORDER,1,292.85307,123
49,0,0,49,True,LIMIT_ORDER,1,281.46371000000005,101
49,2,2,49,False,LIMIT_ORDER,1,306.22528,135
50,0,0,50,True,LIMIT_ORDER,1,296.82046,101
50,2,2,50,False,LIMIT_ORDER,1,289.06277,135
50,1,1,50,False,LIMIT_ORDER,1,268.03847,123
51,0,0,51,True,LIMIT_ORDER,1,278.87521000000004,101
51,2,2,51,True,LIMIT_ORDER,1,327.93451000000005,135
51,1,1,51,True,LIMIT_ORDER,1,283.66109,123
52,1,1,52,False,LIMIT_ORDER,1,284.60855000000004,123
52,2,2,52,True,LIMIT_ORDER,1,291.56978000000004,135
52,0,0,52,True,LIMIT_ORDER,1,286.72892,101
53,1,1,53,True,LIMIT_ORDER,1,337.37587,123
53,0,0,53,False,LIMIT_ORDER,1,316.83368,101
53,2,2,53,True,LIMIT_ORDER,1,325.24605,135
54,2,2,54,True,LIMIT_ORDER,1,339.37361000000004,135
54,1,1,54,True,LIMIT_ORDER,1,292.06280000000004,123
54,0,0,54,True,LIMIT_ORDER,1,290.68767,101
55,2,2,55,False,LIMIT_ORDER,1,308.57364,135
55,0,0,55,True,LIMIT_ORDER,1,280.97269,101
55,1,1,55,False,LIMIT_ORDER,1,260.52604,123
56,0,0,56,False,LIMIT_ORDER,1,311.86927000000003,101
56,2,2,56,False,LIMIT_ORDER,1,249.99071,135
56,1,1,56,True,LIMIT_ORDER,1,286.76279,123
57,2,2,57,True,LIMIT_ORDER,1,313.06954,135
57,1,1,57,False,LIMIT_ORDER,1,317.08911,123
57,0,0,57,False,LIMIT_ORDER,1,305.33523,101
58,0,0,58,True,LIMIT_ORDER,1,303.27892,101
58,1,1,58,True,LIMIT_ORDER,1,287.84975000000003,123
58,2,2,58,True,LIMIT_ORDER,1,307.14511000000005,135
59,2,2,59,True,LIMIT_ORDER,1,309.08705000000003,135
59,1,1,59,False,LIMIT_ORDER,1,274.95535,123
59,0,0,59,True,LIMIT_ORDER,1,284.07182,101
60,0,0,60,True,LIMIT_ORDER,1,300.48850000000004,101
60,1,1,60,True,LIMIT_ORDER,1,278.82114,123
60,2,2,60,False,LIMIT_ORDER,1,295.22023,135
61,0,0,61,True,LIMIT_ORDER,1,287.62426000000005,101
61,1,1,61,False,LIMIT_ORDER,1,218.63141000000002,123
61,2,2,61,False,LIMIT_ORDER,1,292.21161,135
62,2,2,62,True,LIMIT_ORDER,1,331.99304,135
62,1,1,62,True,LIMIT_ORDER,1,299.50986,123
62,0,0,62,True,LIMIT_ORDER,1,288.68580000000003,101
63,0,0,63,False,LIMIT_ORDER,1,312.37055000000004,101
63,2,2,63,False,LIMIT_ORDER,1,302.35183,135
63,1,1,63,True,LIMIT_ORDER,1,318.34934000000004,123
64,0,0,64,True,LIMIT_ORDER,1,286.28678,101
64,2,2,64,False,LIMIT_ORDER,1,287.73219,135
64,1,1,64,False,LIMIT_ORDER,1,298.92832000000004,123
65,1,1,65,True,LIMIT_ORDER,1,290.25134,123
65,0,0,65,True,LIMIT_ORDER,1,290.04642,101
65,2,2,65,True,LIMIT_ORDER,1,329.5871,135
66,2,2,66,True,LIMIT_ORDER,1,311.56764000000004,135
66,1,1,66,False,LIMIT_ORDER,1,273.89965,123
66,0,0,66,True,LIMIT_ORDER,1,283.54157000000004,101
67,0,0,67,False,LIMIT_ORDER,1,316.11783,101
67,2,2,67,True,LIMIT_ORDER,1,326.01223000000005,135
67,1,1,67,False,LIMIT_ORDER,1,263.12991,123
68,2,2,68,False,LIMIT_ORDER,1,297.84578000000005,135
68,1,1,68,True,LIMIT_ORDER,1,356.3389,123
68,0,0,68,False,LIMIT_ORDER,1,319.32192000000003,101
69,2,2,69,True,LIMIT_ORDER,1,300.71203,135
69,1,1,69,False,LIMIT_ORDER,1,296.75480000000005,123
69,0,0,69,True,LIMIT_ORDER,1,279.33713,101
70,0,0,70,True,LIMIT_ORDER,1,292.15224,101
70,2,2,70,True,LIMIT_ORDER,1,339.71158,135
70,1,1,70,False,LIMIT_ORDER,1,277.16837000000004,123
71,1,1,71,True,LIMIT_ORDER,1,283.83496,123
71,2,2,71,False,LIMIT_ORDER,1,283.91185,135
71,0,0,71,True,LIMIT_ORDER,1,287.31679,101
72,1,1,72,True,LIMIT_ORDER,1,308.68295,123
72,2,2,72,True,LIMIT_ORDER,1,348.52479000000005,135
72,0,0,72,False,LIMIT_ORDER,1,305.85765000000004,101
73,1,1,73,True,LIMIT_ORDER,1,318.75315,123
73,2,2,73,True,LIMIT_ORDER,1,326.76561000000004,135
73,0,0,73,True,LIMIT_ORDER,1,282.14586,101
74,0,0,74,True,LIMIT_ORDER,1,282.70357,101
74,2,2,74,False,LIMIT_ORDER,1,255.20853000000002,135
74,1,1,74,True,LIMIT_ORDER,1,293.20086000000003,123
75,0,0,75,True,LIMIT_ORDER,1,285.45025000000004,101
75,1,1,75,False,LIMIT_ORDER,1,277.32085,123
75,2,2,75,False,LIMIT_ORDER,1,307.33383000000003,135
76,0,0,76,False,LIMIT_ORDER,1,317.80449000000004,101
76,1,1,76,True,LIMIT_ORDER,1,296.82425,123
76,2,2,76,True,LIMIT_ORDER,1,316.14334,135
77,1,1,77,False,LIMIT_ORDER,1,294.58231,123
77,0,0,77,True,LIMIT_ORDER,1,287.45435000000003,101
77,2,2,77,False,LIMIT_ORDER,1,297.30232,135
78,0,0,78,True,LIMIT_ORDER,1,279.80579,101
78,1,1,78,True,LIMIT_ORDER,1,308.66813,123
78,2,2,78,False,LIMIT_ORDER,1,273.37425,135
79,0,0,79,True,LIMIT_ORDER,1,305.91296,101
79,1,1,79,True,LIMIT_ORDER,1,321.99325000000005,123
79,2,2,79,True,LIMIT_ORDER,1,304.03380000000004,135
80,0,0,80,True,LIMIT_ORDER,1,288.27969,101
80,2,2,80,False,LIMIT_ORDER,1,283.90314,135
80,1,1,80,True,LIMIT_ORDER,1,307.54973,123
81,0,0,81,True,LIMIT_ORDER,1,279.84925000000004,101
81,1,1,81,False,LIMIT_ORDER,1,313.7089,123
81,2,2,81,True,LIMIT_ORDER,1,291.69322,135
82,0,0,82,True,LIMIT_ORDER,1,279.07979,101
82,2,2,82,True,LIMIT_ORDER,1,328.43622000000005,135
82,1,1,82,False,LIMIT_ORDER,1,307.61318,123
83,2,2,83,False,LIMIT_ORDER,1,252.6271,135
83,0,0,83,False,LIMIT_ORDER,1,305.72378000000003,101
83,1,1,83,True,LIMIT_ORDER,1,294.22643000000005,123
84,1,1,84,False,LIMIT_ORDER,1,306.09630000000004,123
84,0,0,84,False,LIMIT_ORDER,1,316.18672000000004,101
84,2,2,84,True,LIMIT_ORDER,1,328.90271,135
85,2,2,85,False,LIMIT_ORDER,1,281.16963000000004,135
85,0,0,85,True,LIMIT_ORDER,1,282.56696000000005,101
85,1,1,85,False,LIMIT_ORDER,1,281.64469,123
86,0,0,86,False,LIMIT_ORDER,1,320.38476,101
86,2,2,86,False,LIMIT_ORDER,1,296.34796,135
86,1,1,86,False,LIMIT_ORDER,1,319.14090000000004,123
87,0,0,87,False,LIMIT_ORDER,1,314.41075,101
87,2,2,87,True,LIMIT_ORDER,1,322.34349000000003,135
87,1,1,87,True,LIMIT_ORDER,1,302.0196,123
88,0,0,88,True,LIMIT_ORDER,1,297.2748,101
88,2,2,88,True,LIMIT_ORDER,1,299.6503,135
88,1,1,88,True,LIMIT_ORDER,1,332.75797,123
89,1,1,89,True,LIMIT_ORDER,1,333.75992,123
89,0,0,89,False,LIMIT_ORDER,1,305.94095000000004,101
89,2,2,89,False,LIMIT_ORDER,1,268.98068,135
90,0,0,90,False,LIMIT_ORDER,1,321.4014,101
90,1,1,90,False,LIMIT_ORDER,1,299.57638000000003,123
90,2,2,90,False,LIMIT_ORDER,1,270.68434,135
91,1,1,91,False,LIMIT_ORDER,1,294.33508,123
91,0,0,91,False,LIMIT_ORDER,1,315.99607000000003,101
91,2,2,91,True,LIMIT_ORDER,1,300.70552000000004,135
92,1,1,92,False,LIMIT_ORDER,1,283.00346,123
92,0,0,92,True,LIMIT_ORDER,1,288.93597,101
92,2,2,92,True,LIMIT_ORDER,1,337.61229000000003,135
93,2,2,93,True,LIMIT_ORDER,1,330.44783,135
93,1,1,93,True,LIMIT_ORDER,1,323.98194,123
93,0,0,93,True,LIMIT_ORDER,1,278.26023000000004,101
94,0,0,94,True,LIMIT_ORDER,1,278.1734,101
94,2,2,94,False,LIMIT_ORDER,1,279.50718,135
94,1,1,94,True,LIMIT_ORDER,1,313.41839000000004,123
95,2,2,95,True,LIMIT_ORDER,1,341.18636000000004,135
95,1,1,95,True,LIMIT_ORDER,1,323.96049000000005,123
95,0,0,95,True,LIMIT_ORDER,1,279.46078,101
96,1,1,96,False,LIMIT_ORDER,1,289.0679,123
96,2,2,96,True,LIMIT_ORDER,1,337.132,135
96,0,0,96,True,LIMIT_ORDER,1,283.2959,101
97,1,1,97,True,LIMIT_ORDER,1,286.64226,123
97,0,0,97,False,LIMIT_ORDER,1,310.67321000000004,101
97,2,2,97,True,LIMIT_ORDER,1,315.97701,135
98,1,1,98,False,LIMIT_ORDER,1,294.00612,123
98,2,2,98,False,LIMIT_ORDER,1,301.14692,135
98,0,0,98,True,LIMIT_ORDER,1,282.97363,101
99,1,1,99,True,LIMIT_ORDER,1,311.98228,123
99,0,0,99,False,LIMIT_ORDER,1,310.47859000000005,101
99,2,2,99,True,LIMIT_ORDER,1,292.70932000000005,135
100,2,2,100,True,LIMIT_ORDER,1,306.26989000000003,135
101,51,2,100,True,LIMIT_ORDER,2,283.04169,1
100,51,0,100,False,LIMIT_ORDER,1,300.0,1
100,51,1,100,False,LIMIT_ORDER,1,300.0,1
101,1,1,100,False,LIMIT_ORDER,1,304.77687000000003,123
102,51,2,100,True,LIMIT_ORDER,2,283.04169,1
101,51,0,100,False,LIMIT_ORDER,1,301.53452000000004,1
102,51,1,100,False,LIMIT_ORDER,1,300.13757000000004,1
102,0,0,100,False,LIMIT_ORDER,1,302.57648,101
103,51,2,100,True,LIMIT_ORDER,2,283.04169,1
103,51,0,100,False,LIMIT_ORDER,1,301.71784,1
103,51,1,100,False,LIMIT_ORDER,1,300.13757000000004,1
104,0,0,101,False,LIMIT_ORDER,1,301.49657,101
104,58,2,101,True,LIMIT_ORDER,2,283.04169,1
105,58,0,101,False,LIMIT_ORDER,1,301.71784,1
104,58,1,101,False,LIMIT_ORDER,1,300.13757000000004,1
105,1,1,101,False,LIMIT_ORDER,1,292.16747000000004,123
105,58,2,101,True,LIMIT_ORDER,2,283.04169,1
106,58,0,101,False,LIMIT_ORDER,1,301.71784,1
106,58,1,101,False,LIMIT_ORDER,1,300.13757000000004,1
106,2,2,101,True,LIMIT_ORDER,1,285.0455,135
107,58,2,101,True,LIMIT_ORDER,2,283.04169,1
107,58,0,101,False,LIMIT_ORDER,1,301.71784,1
107,58,1,101,False,LIMIT_ORDER,1,300.13757000000004,1
108,0,0,102,False,LIMIT_ORDER,1,300.48289,101
108,16,2,102,True,LIMIT_ORDER,2,283.04169,1
109,16,0,102,False,LIMIT_ORDER,1,301.71784,1
108,16,1,102,False,LIMIT_ORDER,1,300.13757000000004,1
109,2,2,102,True,LIMIT_ORDER,1,313.02056000000005,135
110,16,2,102,False,LIMIT_ORDER,2,307.33383000000003,1
110,16,0,102,True,LIMIT_ORDER,1,301.71784,1
109,16,1,102,True,LIMIT_ORDER,1,300.13757000000004,1
110,1,1,102,True,LIMIT_ORDER,1,289.11889,123
111,16,2,102,False,LIMIT_ORDER,2,307.33383000000003,1
111,16,0,102,True,LIMIT_ORDER,1,301.71784,1
111,16,1,102,True,LIMIT_ORDER,1,300.13757000000004,1
112,2,2,103,True,LIMIT_ORDER,1,317.99348000000003,135
113,16,2,103,True,LIMIT_ORDER,2,297.30232,1
112,16,0,103,False,LIMIT_ORDER,1,301.71784,1
112,16,1,103,False,LIMIT_ORDER,1,300.13757000000004,1
113,1,1,103,True,LIMIT_ORDER,1,306.77104,123
114,16,2,103,True,LIMIT_ORDER,2,297.30232,1
113,16,0,103,False,LIMIT_ORDER,1,301.71784,1
114,16,1,103,False,LIMIT_ORDER,1,300.13757000000004,1
114,0,0,103,False,LIMIT_ORDER,1,296.49222000000003,101
115,16,2,103,True,LIMIT_ORDER,2,297.30232,1
115,16,0,103,False,LIMIT_ORDER,1,298.08437000000004,1
115,16,1,103,False,LIMIT_ORDER,1,300.13757000000004,1
116,0,0,104,False,LIMIT_ORDER,1,302.40453,101
116,96,2,104,True,LIMIT_ORDER,2,297.30232,1
117,96,0,104,False,LIMIT_ORDER,1,300.48851,1
116,96,1,104,False,LIMIT_ORDER,1,300.13757000000004,1
117,2,2,104,True,LIMIT_ORDER,1,295.37693,135
118,96,2,104,True,LIMIT_ORDER,2,297.30232,1
118,96,0,104,False,LIMIT_ORDER,1,300.48851,1
117,96,1,104,False,LIMIT_ORDER,1,300.13757000000004,1
118,1,1,104,True,LIMIT_ORDER,1,358.76661,123
119,96,2,104,True,LIMIT_ORDER,2,297.30232,1
119,96,0,104,False,LIMIT_ORDER,1,300.48851,1
119,96,1,104,False,LIMIT_ORDER,1,301.25195,1
120,2,2,105,True,LIMIT_ORDER,1,311.48704000000004,135
121,97,2,105,True,LIMIT_ORDER,2,296.56589,1
120,97,0,105,False,LIMIT_ORDER,1,300.48851,1
120,97,1,105,False,LIMIT_ORDER,1,301.25195,1
121,0,0,105,False,LIMIT_ORDER,1,305.7551,101
122,97,2,105,True,LIMIT_ORDER,2,296.56589,1
122,97,0,105,False,LIMIT_ORDER,1,300.48851,1
121,97,1,105,False,LIMIT_ORDER,1,301.25195,1
122,1,1,105,True,LIMIT_ORDER,1,293.35011000000003,123
123,97,2,105,True,LIMIT_ORDER,2,296.56589,1
123,97,0,105,False,LIMIT_ORDER,1,300.48851,1
123,97,1,105,False,LIMIT_ORDER,1,301.25195,1
124,2,2,106,True,LIMIT_ORDER,1,341.47903,135
125,13,2,106,True,LIMIT_ORDER,2,291.34674,1
124,13,0,106,False,LIMIT_ORDER,1,300.48851,1
124,13,1,106,False,LIMIT_ORDER,1,301.25195,1
125,1,1,106,True,LIMIT_ORDER,1,293.32826,123
126,13,2,106,True,LIMIT_ORDER,2,291.34674,1
125,13,0,106,False,LIMIT_ORDER,1,300.48851,1
126,13,1,106,False,LIMIT_ORDER,1,301.25195,1
126,0,0,106,False,LIMIT_ORDER,1,298.9959,101
127,13,2,106,True,LIMIT_ORDER,2,291.34674,1
127,13,0,106,False,LIMIT_ORDER,1,300.48851,1
127,13,1,106,False,LIMIT_ORDER,1,301.25195,1
128,2,2,107,False,LIMIT_ORDER,1,279.62965,135
129,94,2,107,True,LIMIT_ORDER,2,293.14806000000004,1
128,94,0,107,False,LIMIT_ORDER,1,300.48851,1
128,94,1,107,False,LIMIT_ORDER,1,301.25195,1
129,1,1,107,True,LIMIT_ORDER,1,303.09365,123
130,94,2,107,True,LIMIT_ORDER,2,293.14806000000004,1
129,94,0,107,False,LIMIT_ORDER,1,300.48851,1
130,94,1,107,False,LIMIT_ORDER,1,301.25195,1
130,0,0,107,False,LIMIT_ORDER,1,300.24434,101
131,94,2,107,True,LIMIT_ORDER,2,293.14806000000004,1
131,94,0,107,False,LIMIT_ORDER,1,300.48851,1
131,94,1,107,False,LIMIT_ORDER,1,301.25195,1
132,1,1,108,True,LIMIT_ORDER,1,281.59473,123
132,89,2,108,True,LIMIT_ORDER,2,293.14806000000004,1
132,89,0,108,False,LIMIT_ORDER,1,300.48851,1
133,89,1,108,False,LIMIT_ORDER,1,301.25195,1
133,0,0,108,False,LIMIT_ORDER,1,304.30678,101
133,89,2,108,True,LIMIT_ORDER,2,293.14806000000004,1
134,89,0,108,False,LIMIT_ORDER,1,300.48851,1
134,89,1,108,False,LIMIT_ORDER,1,301.25195,1
134,2,2,108,True,LIMIT_ORDER,1,314.67370000000005,135
135,89,2,108,True,LIMIT_ORDER,2,295.93011,1
135,89,0,108,False,LIMIT_ORDER,1,300.48851,1
135,89,1,108,False,LIMIT_ORDER,1,301.25195,1
136,0,0,109,False,LIMIT_ORDER,1,287.30916,101
136,2,2,109,False,LIMIT_ORDER,1,298.89637000000005,135
136,1,1,109,False,LIMIT_ORDER,1,316.35823000000005,123
137,2,2,110,True,LIMIT_ORDER,1,302.89325,135
137,1,1,110,False,LIMIT_ORDER,1,284.19,123
138,62,2,110,True,LIMIT_ORDER,2,295.93011,1
137,62,0,110,False,LIMIT_ORDER,1,288.68580000000003,1
138,62,1,110,False,LIMIT_ORDER,1,306.66802,1
138,0,0,110,False,LIMIT_ORDER,1,289.01629,101
139,62,2,110,True,LIMIT_ORDER,2,295.93011,1
139,62,0,110,False,LIMIT_ORDER,1,296.82046,1
139,62,1,110,False,LIMIT_ORDER,1,306.66802,1
140,0,0,111,False,LIMIT_ORDER,1,293.54112000000003,101
140,7,2,111,True,LIMIT_ORDER,2,295.93011,1
141,7,0,111,False,LIMIT_ORDER,1,296.82046,1
140,7,1,111,False,LIMIT_ORDER,1,306.66802,1
141,1,1,111,True,LIMIT_ORDER,1,285.96261000000004,123
141,7,2,111,True,LIMIT_ORDER,2,295.93011,1
142,7,0,111,False,LIMIT_ORDER,1,296.82046,1
142,7,1,111,False,LIMIT_ORDER,1,306.66802,1
142,2,2,111,True,LIMIT_ORDER,1,286.35598000000005,135
143,7,2,111,True,LIMIT_ORDER,2,295.93011,1
143,7,0,111,False,LIMIT_ORDER,1,296.82046,1
143,7,1,111,False,LIMIT_ORDER,1,306.66802,1
144,1,1,112,True,LIMIT_ORDER,1,286.04893000000004,123
144,34,2,112,True,LIMIT_ORDER,2,295.93011,1
144,34,0,112,False,LIMIT_ORDER,1,296.82046,1
145,34,1,112,False,LIMIT_ORDER,1,306.66802,1
145,0,0,112,False,LIMIT_ORDER,1,297.40865,101
145,34,2,112,True,LIMIT_ORDER,2,295.93011,1
146,34,0,112,False,LIMIT_ORDER,1,296.82046,1
146,34,1,112,False,LIMIT_ORDER,1,306.66802,1
146,2,2,112,True,LIMIT_ORDER,1,329.56377000000003,135
147,34,2,112,True,LIMIT_ORDER,2,285.69104000000004,1
147,34,0,112,False,LIMIT_ORDER,1,296.82046,1
147,34,1,112,False,LIMIT_ORDER,1,306.66802,1
148,1,1,113,False,LIMIT_ORDER,1,326.73259,123
148,80,2,113,True,LIMIT_ORDER,2,285.69104000000004,1
148,80,0,113,False,LIMIT_ORDER,1,296.82046,1
